,movie_name
11001,License To Kill
11002,:Visiting Hours
11004,:The Double McGuffin
11006,:Hawmps
11007,:Raggedy Man
11009,Diva
11011,The Moon in the Gutter
11012,L'Integrale
11015,:Modern Problems
11017,:Butterfly
11019,:This is Elvis
11021,:Lovers and Liars
11023,:Power Play
11025,Pirates of Silicon Valley
11026,Student Bodies
11028,The Hand
11030,Platoon
11031,Wall Street
11032,Born on the Fourth of July
11033,The Doors
11034,JFK
11035,Heaven and Earth
11036,Natural Born Killers
11037,Nixon
11038,U-Turn
11039,:Bustin' Loose
11041,Celeste
11043,Sugarbaby
11044,Five Last Days
11045,The White Rose
11046,Bagdad Cafe
11047,Rosalie Goes Shopping
11048,Salmonberries
11049,:Nobody's Perfekt
11051,Lonely Hearts
11053,Man of Flowers
11054,Cactus
11055,Vincent - The Life and Times of Vincent Van Gogh
11056,A Woman's Tale
11057,Golden Braid
11059,Touch Me
11060,:Don't Cry It's Only Thunder
11062,Spetters
11064,The 4th Man
11065,Robocop
11066,Total Recall
11067,Basic Instinct
11069,:A Dangerous Summer
11071,The Stud
11073,:Road Games
11075,Psycho II
11077,FX2
11078,FX2 - The Deadly Art of Illusion
11079,:Halloween II
11081,:Bad Boys
11082,:Ticket to Heaven
11084,:Terry Fox Story
11085,Eye of the Needle
11087,Return of The Jedi
11088,Jagged Edge
11089,Imagine the Sound
11091,Poetry in Motion
11092,Comic Book Confidential
11093,Used Cars
11095,Romancing the Stone
11096,Back to the Future
11097,Who Framed Roger Rabbit
11098,Back to the Future Part II
11099,Back to the Future Part III
11100,Death Becomes Her
11101,Forrest Gump
11102,Contact
11103,Cast Away
11106,Leise Schatten
11108,:Devil and Max Devlin
11110,Hostage Flight
11111,Friday the 13th Part II
11113,Friday the 13th Part III
11114,Wild Hearts Can't Be Broken
11115,Forever Young
11116,:Paradise
11118,The Reanimator
11120,Fortress
11121,Lost in Space
11122,Attack Force Z
11124,:Hell Night
11126,:The Concrete Jungle
11127,:Bushido Blade
11129,:Search and Destroy
11131,Das Boot
11133,The Plastic Nightmare
11134,Shattered
11136,Clear and Present Danger
11137,Outbreak
11138,Air Force One
11139,Oppenheimer
11141,Vito Rossi
11143,Android
11145,Fast Times at Ridgemont High
11147,National Lampoon's European Vacation
11148,At
11150,:The Sword and the Sorcerer
11152,Raven Hawk
11153,:Endangered Species
11155,:Gregory's Girl
11157,Local Hero
11158,Being Human
11159,Diner
11161,:The Natural
11162,Tin Men
11164,Rain Man
11165,"Good Morning, Vietnam"
11166,Avalon
11167,Bugsy
11168,Toys
11169,Jimmy Hollywood
11170,Disclosure
11171,Wag the Dog
11172,Sphere
11173,A Little Sex
11175,Duet
11176,The Adventurers of the Sierra Leone
11178,The Escape Artist
11180,:Losin' It
11182,The Bedroom Window
11183,Bad Influence
11184,The Hand that Rocks the Cradle
11185,The River Wild
11186,L.A. Confidential
11187,Before the Nickelodeon
11189,:Amityville II: The Possession
11191,Le Retour de Martin Guerre
11193,Ein Sack Voll Flohe
11195,:The Seduction
11197,:Cannery Row
11199,King Ralph
11200,Down Periscope
11201,:The Last Horror Film
11205,Frances
11207,Gleaming the Cube
11208,The Turn of the Screw
11209,Young Doctors in Love
11211,Overboard
11212,Pretty Woman
11215,Exit to Eden
11216,Dear God 
11219,Chariots of Fire
11221,"Greystoke: The Legend of Tarzan, Lord of the Apes"
11222,Revolution
11223,The Devil in Miss Jones II
11225,:The Final Option
11227,Far East
11229,The Year my Voice Broke
11230,Flirting
11231,Wide Saragossa Sea
11232,Sirens
11233,Lawn Dogs
11234,:Jekyll and Hyde...Together Again
11236,Dragon Lord
11238,Police Story
11239,Armour of God
11240,Dragons Forever
11241,Police Story II
11242,Ca va faire mal
11244,I'm Dancing As Fast As I Can
11246,:The Chosen
11248,:The Sting II
11249,That Championship Season
11251,:Alone in the Dark
11253,A Nightmare on Elm Street Part Two: Freddy's Revenge
11254,Another Way
11257,A Very Moral Night
11258,Lily in Love
11259,Airplane II: The Sequel
11261,The Principles of Hygiene and Safety in a Copper Mine
11263,A Short Film About Killing
11264,Blind Chance
11265,Decalogue
11266,Ein kurzer Film Uber die Liebe
11267,Le Double Vie de Veronique
11269,White
11270,Red
11271,Body Heat
11273,The Big Chill
11274,Silverado
11275,The Accidental Tourist
11276,I Love You to Death
11277,Grand Canyon
11278,Wyatt Earp
11279,:Fighting Back
11281,Demons in the Garden
11283,Half of Heaven
11284,:The House on Sorority Row
11286,The Invader
11289,The Company of Wolves
11290,Mona Lisa
11291,High Spirits
11294,The Crying Game
11295,The Butcher Boy
11296,Grease 2
11298,:House of the Long Shadows
11300,My Favourite Year
11302,:Racing with the Moon
11303,Mermaids
11304,Made in America
11305,Mrs.~Winterbourne
11306,City Heat
11307,:Brimstone and Treacle
11309,:The Missionary
11310,:Zapped
11312,Personal Best
11314,Tequila Sunrise
11315,Without Limits
11318,Interrogation
11320,:The Intruder
11322,:Tron
11324,:Smithereens
11326,Desperately Seeking Susan
11327,She-Devil
11328,Making Mr.~Right
11329,Cookie
11330,The Dutch Master
11331,Things Are Tough All Over
11333,Behind the Mosquito Net
11335,Christiane F.
11337,Last Exit To Brooklyn
11338,Body of Evidence
11339,Chan is Missing
11341,Diem Sum
11342,Slam Dance
11343,Eat a Bowl of Tea
11344,"Life is Cheap, but Toilet Paper is Expensive"
11345,The Joy Luck Club
11346,Smoke
11347,Chinese Box
11348,:Vigilante
11350,Stuck on You!
11352,Yol
11354,82
11357,:Portrait of a Hitman
11359,Flashdance
11361,Nine 1/2 Weeks
11362,Fatal Attraction
11363,Jacob's Ladder
11364,Indecent Proposal
11366,Boat People
11368,Song of the Exile
11369,Love Letters
11371,Ariel
11373,Hamlet Goes Business
11374,The Match Factory Girl
11375,La Vie de Boh\`eme
11378,Mickey's Christmas Carol
11380,Olivia in Concert
11382,Sweet Poison
11383,Love Kills
11384,Yentl
11386,Prince of Tides
11387,Innocent Blood
11388,The Mirror Has Two Faces
11389,La Balance
11391,Fords on Water
11393,Rembetiko
11395,Killing of Angel Street
11397,Tendres Cousines
11399,Ator the Fighting Eagle
11401,Smokey and the Bandit III
11403,Wet Gold
11404,:Silver Dream Racer
11406,Il Deputado
11408,:They Call Me Bruce
11410,Dark Crystal
11412,What About Bob?
11413,Housesitter
11414,In & Out
11415,Short Time
11417,The Cowboy Way
11418,Sub Down
11419,Buddy System
11421,Koyaanisqatsi
11423,Powaqqatsi
11424,We of the Never Never
11426,Permanent Vacation
11428,Stranger Than Paradise
11429,Down By Law
11430,Mystery Train
11431,Night on Earth
11432,"Ghost Dog, the Way of the Samurai"
11433,:Eddie Macon's Run
11435,:Revenge of the Nerds
11436,Tough Guys
11437,Terms of Endearment
11439,Broadcast News
11440,I'll Do Anything
11441,As Good As It Gets
11442,Un Elephant Ca Trompe Enormement
11444,"Miles of Smiles, Years of Struggle"
11448,:Hercules
11450,:Young Warriors
11452,Testament
11454,:Valley Girl
11456,Glory Days
11457,Rambling Rose
11458,Crazy in Love
11459,Lost in Yonkers
11460,"Angie, I says"
11461,All the Right Moves
11463,Stranger's Kiss
11464,Matter of Heart
11466,The Grey Fox
11468,"Bethune, the Making of a Hero"
11469,Far From Home: The Adventures of Yellow Dog
11470,The Draughtsman's Contract
11472,A Zed and Two Naughts
11473,The Belly of an Architect
11474,Drowning By Numbers
11475,"The Cook, the Thief, His Wife and her Lover"
11476,Prospero's Books
11477,The Baby of Macon
11478,The Pillowbook
11479,8 1/2 Women
11480,Le juge
11482,:Lovesick
11484,The Oresteia
11486,This is Spinal Tap
11488,Stand By Me
11489,The Princess Bride
11490,When Harry Met Sally
11491,Misery
11492,A Few Good Men
11493,The Ghosts of Missisippi
11494,:Deathgames
11496,Angelo My Love
11498,We're Not the Jet Set
11499,The Apostle
11500,:Hell's Angels Forever
11504,Overexposed
11505,Afterburn
11506,Nicholas - a Child's Heart Lives On
11507,:The Black Stallion Returns
11509,Threshold
11511,Country
11512,The Long Walk Home
11513,Leap of Faith
11514,:Angel
11516,:Hambone and Hillie
11520,Men Don't Leave
11521,:Revenge of the Ninja
11523,New York Nights
11525,:Liquid Sky
11527,I Promise to Remember
11529,:Slayground
11531,:Deep in the Heart
11533,The Hunger
11535,Top Gun
11536,Days of Thunder
11537,Beverly Hills Cop II
11538,True Romance
11539,Crimson Tide 
11540,The Fan
11541,Enemy of the State
11542,Divine Waters
11544,:Timerider: The Adventure of Lyle Swann
11547,The Old Well
11549,Repo Man
11550,Sid and Nancy
11551,N10
11553,:Terror in the Aisles
11555,Voyeur
11557,The Northerners
11558,The Dress
11559,Little Tony
11560,A Woman's Pale Blue Handwriting
11562,:Irreconcilable Differences
11566,:Making the Grade
11568,Sugar Cane Alley
11570,A Dry White Season
11571,:Savage Attraction
11573,Children of the Corn
11575,Into the Sun
11576,Two Minute Warning
11578,Police Academy
11580,Police Academy 2
11581,Police Academy 3
11582,Guarding Tess
11583,First Wives Club
11584,Sixteen Candles
11586,The Breakfast Club
11587,Weird Science
11588,"Planes, Trains, and Automobiles"
11589,Ferris Buellers Day off
11590,Uncle Buck
11591,Curly Sue
11592,A Girl's own Story
11594,Two Friends
11595,Sweetie
11596,An Angel at my Table
11597,The Piano
11598,Portrait of a Lady
11599,Blood Simple
11601,Raising Arizona
11602,Miller's Crossing
11603,Barton Fink
11604,The Hudsucker Proxy
11605,Things to do in Denver When You're Dead
11606,Fargo
11607,The Big Lebowski
11608,Ososhiki
11610,Tampopo
11611,A Taxing Woman
11612,A Taxing Woman's Return
11613,A-Ge-man
11614,:Reckless
11616,Glengarry Glen Ross
11618,Dreamscape
11620,The Stepfather
11621,True Believer
11622,Sleeping With the Enemy
11623,Stepfather 3
11624,The Good Son
11625,:Breakin'
11627,:Friday the 13th - The Final Chapter
11629,Star Trek III: The Search For Spock
11631,Star Trek IV: The Voyage Home
11632,Three Men and A Baby
11633,The Good Mother
11634,Funny About Love
11636,Thus spake Bellavista
11638,:Hard to Hold
11640,"Queenie, the Star of Calcutta"
11643,Out Cold
11644,Old Enough
11646,:Exterminator 2
11648,:Hardbodies
11650,Hardbodies II
11653,White Mischief
11654,Another Country
11656,Il Postino
11657,Streetwise
11659,American Heart
11660,Picone sent me
11662,Scugnizzi
11663,The Good Fight
11665,The Last Starfighter
11667,Dennis the Menace
11668,:Bachelor Party
11670,:Highpoint
11672,:Hot Dog...The Movie
11674,Nightbreaker
11675,Through the Eyes of a Killer
11676,Purple Rain
11678,Graffiti Bridge
11679,:Scandalous
11681,Dragon: The Bruce Lee Story
11682,Dragonheart
11683,Daylight
11684,The Times of Harvey Milk
11686,The Celluloid Closet:
11687,:Razorback
11689,Ricochet
11690,Blue Ice
11691,The Shadow
11692,The Killing Fields
11694,Fat Man and Little Boy
11695,Goodbye Lover
11696,Tightrope
11698,Out of Bounds
11699,:Lassiter
11701,:Gulag
11702,Weapons of the Spirit
11704,The Price of Love
11706,Testimony
11708,The Adventures of Buckaroo Banzai: Across the 8th Dimension
11710,Topos
11712,The Adjuster
11714,Calendar
11715,Exotica
11716,The Sweet Hereafter
11717,Runaway Train
11719,Tango and Cash
11720,The Inner Circle
11721,Woman of the Port
11723,No One Writes to the Colonel
11724,Pacific Palisades
11726,Shoah
11728,A Chinese Ghost Story
11730,The Terra-Cotta Warrior
11731,Desert Hearts
11733,Silver Bullet
11735,The Black Cauldron
11737,Oliver & Company
11738,The Little Mermaid
11739,Beauty and the Beast
11740,"Ferngully, The Last Rainforest"
11741,Kazaam
11743,The Children of the Cold War
11745,Caluga o Menta
11746,Tales from the Gimli Hospital
11748,Archangel
11749,Germany Pale Mother
11751,"Apfelb\""aume"
11752,Honoring Wallaby
11754,Buskers Down Under
11755,Geri's Game
11756,Toy Story
11757,A Bug's Life
11758,Mephisto
11760,Colonel Redl
11761,Hanussen
11762,Meeting Venus
11763,"Sweet Emma, Dear Bobe"
11764,Mac
11766,:Eubie!
11768,The Other Eye
11770,Joy et Joan
11772,Flaming Creatures
11774,No Life King
11776,Herbstmilch
11778,Rama Dama
11779,Stalingrad
11780,The Harmonists
11781,Blue Steel
11783,Near Dark
11784,Point Break
11785,Strange Days
11786,The Gospel at Colonus
11788,Life on a String
11790,Inventory
11792,"Leben f\""ur Leben Maximilian Kolbe"
11793,Thirteen at Dinner
11795,Les Amants du Pont-Neuf
11797,Mauvais Sang
11798,Chantilly Lace
11800,Las Madres: The Mothers of the Plaza de Mayo
11802,Bar Salon
11804,An Imaginary Tale
11805,Zwei Fische auf dem Trockenen
11807,Heaven Help Us
11809,Die Blaue Stunde
11811,Extramuros
11813,Town Alive
11815,"Verleitung, Die Grausame Frau"
11817,Virgin Machine
11818,My Father is Coming
11819,The Rapture
11821,Orion's Belt
11823,The Phiadelphia Attraction
11825,On the Edge
11827,Locked-Up Time
11829,:Sudden Death
11831,The Hour of the Star
11833,Vampire ... Did you say Vampire?
11835,The Wizard
11836,om Jones
11837,Pee-Wee's Big Adventure
11838,Beetlejuice
11840,Edward Scissorhands
11841,Batman Returns
11842,Ed Wood
11843,Mars Attacks 
11844,"Liberty, Equality, Sauerkraut"
11846,Two Moon Junction
11848,Wild Orchid 2: Two Shades of Blue
11849,Girls Just Want To Have Fun
11851,Just Between Friends
11853,Therese
11855,Psycho III
11857,Street of Crocodiles
11859,Rehearsals for Extinct Anatomies
11860,Anamorphosis
11861,The Comb
11862,Are We Still Married
11863,Long way down (Look What the Cat drug In)
11864,Poltergeist II
11866,The Josephine Baker Story
11867,What's Love Got To Do With It
11868,The Juror
11869,Let's Get Lost
11871,An American Tail
11873,The Land Before Time
11874,All Dogs Go To Heaven
11875,An American Tail 2: Fievel Goes West
11876,Rock-A-Doodle
11877,Hans Christian Andersen's Thumbelina
11879,"Dracula, He Wrote"
11881,Dreamchild
11883,Pretty in Pink
11885,Getting Even With Dad
11886,The Odd Couple II
11887,Rent-a-Cop
11889,Coupe de Ville
11891,Revenge of the Nerds II
11892,Le paltoquet
11894,Nuit d'ete en Ville
11895,Sweetheart
11896,Signs of Wonder
11898,Apartment Zero
11899,Crocodile Dundee
11901,Dutch
11902,Frida: Naturaleza Vida
11904,F/X
11906,The Trip to Bountiful
11908,Chronos
11910,Baraka
11911,She's Gotta Have It
11913,School Daze
11914,Do The Right Thing
11915,`Mo' Better Blues
11916,Jungle Fever
11917,New York City
11918,Malcolm X
11919,Crooklyn
11920,He Got Game
11921,Maximum Overdrive
11923,Vera
11925,Peking Opera Blues
11927,A Promise
11929,I'll Take Manhattan
11931,Say Yes
11932,"Rita, Sue and Bob Too"
11934,Local Stigmatic
11936,Batteries Not Included
11938,Celia
11940,Less Than Zero
11942,American Psycho
11943,S10
11944,Johnny Be Good
11945,Heartbreak Hotel
11948,Home Alone
11949,Only the Lonely
11950,Home Alone 2: Lost in New York
11951,Mrs.~Doubtfire
11952,Home Alone 3
11953,Stepmom
11954,The Miracle of Love
11956,Couples and Robbers
11958,High Season
11959,The Children of the Helidona
11961,Wish You Were Here
11963,House of Games
11965,Things Change
11966,The Adventures of Charlie Chan
11967,Homicide
11968,The Spanish Prisoner
11970,Sister Act
11972,Gypsy
11973,Dirty Dancing
11975,"Das Leben ist ein langer, ruhiger Fluss"
11977,Tatie Danielle
11978,The Haunting of Morella
11980,976-Evil
11981,The Emperor's Naked Army Marches On
11983,Twilight of the Cockroaches
11985,My Life As a Dog
11987,Once Around
11988,What's Eating Gilbert Grape
11989,Theophilos
11991,La Bamba
11993,Zoot Suit
11994,Creepshow 2
11996,Murder Ordained
11998,Naga Bonar
12000,A League of their Own
12002,The Icycle Thief
12004,Volare Volare
12005,Dark Eyes
12007,Oblomov
12008,Cllose to Eden
12009,Urga
12010,Tough Guys Don't Dance
12012,The Running Man
12014,Imagen Latente
12016,Archipielago
12017,I've Heard the Mermaids Singing
12019,White Room
12020,Critters 4
12022,Radio Bikini
12024,Hollywood Shuffle
12026,Berlin in Berlin
12028,Ruby in Paradise
12030,Ulee's Gold
12031,Clownhouse
12033,Powder
12034,Cry and Cry Again
12038,Burning Secret
12040,The Cement Garden
12041,Above the Law
12044,The Package
12045,Under Siege
12046,The Fugitive
12047,A Perfect Murder
12048,To Kill A Priest
12050,Angry Harvest
12051,"Europa, Europa"
12052,"Olivier, Olivier"
12054,Washington Square
12055,Candystripe Nurses
12057,Pelle the Conqueror
12059,Twist and Shout
12060,The Best Intentions
12061,The House of the Spirits
12062,Smilla's Sense of Snow
12063,Jerusalem
12065,Funny
12067,Emmanuelle 6
12069,Dealers
12072,Curiosity Kills
12073,Action Jackson
12075,Off Limits
12077,Whispers in the Dark
12078,Little Dorrit
12080,As You like It
12081,Chocolat
12083,Nenette and Boni
12084,Buster
12086,Mr.~North
12088,Becoming Colette
12089,Throw Momma from the Train
12091,The War of the Roses
12092,Hoffa
12093,Goguktu Ve Yagmur Ciseliyorau
12095,Babette's Feast
12097,The Living End
12099,Deserter
12101,Casual Sex
12103,Cocktail Roadhouse
12105,Mala Noche
12106,Drugstore Cowboy
12107,Thanksgiving Prayer
12108,My Own Private Idaho
12109,Even Cowgirls get the Blues
12110,Good Will Hunting
12112,Fictitious Marriage
12114,Bal Poussi\`ere
12116,Memories of Me
12119,Reunion at Fairborough
12121,Act of Piracy
12123,Crocodile Dundee II
12125,Urinal
12127,Zero Patience
12128,"Emanuelle, the Seductress"
12130,Tiffany
12131,Die Hard
12133,Hunt for Red October
12134,Medicine Man
12135,Last Action Hero
12137,The Summer of Miss Forbes
12139,The Wizards of Loneliness
12141,Akira
12143,Stripped to Kill
12145,Married With Children
12146,Streets
12147,Poison Ivy
12148,Zentropa
12150,Breaking the Waves
12151,The Kingdom
12152,Stormy Monday
12154,Internal Affairs
12155,Mr.~Jones
12157,Leaving Las Vegas 
12158,One Night Stand
12159,The Loss of Sexual Innocence
12162,The Kill Off
12163,The Ballad of Little Jo
12164,Dreams of Hind and Camilla
12166,Diary for My Loves
12168,A Month in the Country
12170,Zelda
12171,Inventing the Abbots
12172,Dancing at Lughnasa
12173,"Les maris, les femmes, les amants"
12177,Super Mario Bros.
12178,Igla
12180,Diki Vostok
12181,Bull Durham
12183,Blaze
12184,White Men Can't Jump
12185,Cobb
12186,Tin Cup
12187,Ratboy
12189,Impulse
12190,Far North
12192,True West
12193,Silent Tongue
12194,Nightsongs
12196,Purple Haze
12197,Don't Call Me Frankie
12200,Map of the Human Heart
12201,What Dreams May Come
12202,"Johann Strauss, The King without a Crown"
12204,Punchline
12206,The Yen Family
12208,Hard to Kill
12210,Marked for Death
12211,Out for Justice
12212,Vice Academy
12214,"Vice Academy, part 2"
12215,Surf II
12217,Running Hot
12218,The New Kids
12219,Code Name: Emerald
12220,Some Kind of Wonderful
12221,Sister Sister
12222,Manifesto
12223,Haunted Summer
12224,Illegally Yours
12225,The Fly II
12226,Sleep with Me
12227,God's Army
12228,310
12229,Romero
12230,Entertaining Angels: The Dorothy Day Story
12231,Femme
12233,In Glass
12235,Kitchen Sink
12237,The Supernaturals
12239,Everything's for you
12241,The Guard
12243,Tapeheads
12245,"Car 54, Were Are You"
12246,Raggedy Rawney
12248,Camille Claudel
12250,Parents
12252,The Last Good Time
12253,Withnail and I
12255,Jennifer 8
12256,36 Fillette
12258,Say Anything
12260,Singles
12261,Jerry Maguire
12262,The Big Picture
12265,Waiting for Guffman
12266,Almost Heroes
12267,Ripoux contre Ripoux
12269,Asterix & Obelisk
12270,Jesus of Montreal
12272,Phantom of the Opera
12274,The Toymaker
12275,Cannibal Tours
12277,Half Life
12278,The Good Woman of Bangkok
12279,La Chiesa
12281,Jacknife
12283,The Betrayal
12284,84 Charing Cross Road
12286,Woman of Courage
12290,Harlem Nights
12292,Glory
12294,Leaving Normal
12295,Legends of the Fall
12296,Courage Under Fire
12297,Siege
12298,Flashback
12300,Monkey Trouble
12302,"Never, Nowhere, To No-one"
12304,The Music Teacher
12306,Dad
12308,Cinema Paradiso
12310,Everybody's Fine
12311,Star Maker
12312,Coming Out
12314,Let It Be
12316,Looking for Langston
12318,Young Soul Rebels
12319,Ikili Oyunlar
12321,Work Experience
12323,"Honey, I Shrunk the Kids"
12325,The Rocketeer
12326,Jumanji
12327,October Sky
12328,Hay Algo Alla Afuera
12330,My Left Foot
12332,The Field
12333,In the Name of The Father
12334,The Boxer
12337,Dead Again
12338,Strauss
12339,Peter's Friends
12340,Much Ado About Nothing
12341,A Mid-Winter's Tale 
12342, William Shakespeare's Romeo and Juliet 
12344,The Theory of Flight
12345,Love's Labor Lost
12346,Zero City
12348,Old Gringo
12350,Salaam Bombay!
12352,Missisipi Masala
12353,"Kama Sutra, A Tale of Love"
12356,Memphis Belle
12357,Doc Hollywood
12358,This Boy's Life
12359,Rob Roy
12360,The Jackal
12361,Raspad
12363,Pet Sematary
12365,Grand Isle
12366,Pet Sematary II
12367,Heathers
12369,My Giant
12370,The Wash
12372,Field of Dreams
12374,Sneakers
12375,Dead Calm
12377,Patriot Games
12378,Sliver
12379,The Saint
12380,Frau Berta Garlan
12382,Eh' die Fledermaus ihren Flug Beendet
12386,Children of a Lesser God
12388,The Doctor
12389,Wrestling Ernest Hemingway
12390,Stand and Deliver
12392,Vampire's Kiss
12394,La Lectrice
12396,Best of the Best
12398,"Tetsuo, the Iron Man"
12400,The Fabulous Baker Boys
12402,Flesh and Bone
12403,Moonlight and Valentino
12404,"sex, lies, and videotape"
12406,Kafka
12407,King of the Hill
12408,Out of Sight
12409,Star Trap
12411,Superstar: The Karen Carpenter Story
12414,Safe
12415,"Fear, Anxity, & Depression"
12417,Welcome to the Dollhouse
12418,Happiness
12419,The Four Deuces
12421,Star Trek V: The Final Frontier
12423,Meet the Applegates
12425,A Place in the World
12427,Love in the Time of Hysteria
12429,"Murder, Obliquely"
12430,The Little Princess
12432,Eau/Ganga
12434,Look Who's Talking
12436,Pump Up the Volume
12438,The Gun in Betty Lou's Handbag
12439,The China Lake Murders
12441,Back to School
12442,Zeit der Rache
12444,Let's Get Romantic
12446,The Shooting Gallery
12448,For All Mankind
12450,The Chosen One (Shandou)
12452,Allegro Non Troppo
12454,The Disenchanted
12456,A Single Girl
12457,The School of  Flesh
12458,Waiting for the Light
12460,The German Chainsaw Massacre
12462,Superstar: The Life and Times of Andy Warhol
12464,"Deadly Deception: General Elecric, Nuclear Wepons and Our Environment"
12466,Paradise Park
12468,Men at Work
12470,Spymaker
12472,Kracht
12474,Arachnophobia
12476,Congo
12477,Bikini Carwash Company 2
12479,Miami Blues
12481,Grosse Point Blank
12482,The Vanishing
12485,The Unbelievable Truth
12487,Trust
12488,Simple Men
12489,Henry Fool
12490,Quick Change
12492,"Howling VI, the Freaks"
12494,Kill Me Again
12496,Red Rock West
12497,The Last Seduction
12498,Rounders
12499,The Day after Trinity: J. Oppenheimer and the Atomic Bomb
12501,Tales from the Darkside- The Movie
12503,My Twentieth Century
12505,Henry: Portrait of a Serial Killer
12507,"Sex, Drugs, Rock and Roll"
12508,Mad Dog and Glory
12509,Kid
12511,Joe Versus the Volcano
12513,Desert Kickboxer
12515,Peepshow
12517,Ponette
12519,China Cry
12521,Living in the World
12523,Fugitive in Paris
12524,The Genius
12525,Of Flesh and Blood
12527,Bronstein's Children
12529,La Zoo Nuit
12531,Leolo
12532,Little Sister
12534,Nuns on the Run
12536,My Cousin Vinny
12537,The Distinguished Gentleman
12538,Trial and Error
12539,The Mind's Eye
12541,Third Stone From the Sun
12542,Tune in Tomorrow
12544,Somersby
12545,Copy Cat 
12546,Entrapment
12547,Comment faire l'amour avec un negre sans se fatigue
12549,Ghost
12551,La Promesse
12553,Rosetta
12554,The Fool
12556,Siddheshwari
12557,The Cloud Door
12558,Marleneken
12560,Dances with Wolves
12562,Waterworld
12563,The Postman
12564,i20
12565,After Life
12566,20 Bucks
12570,Misplaced
12572,White Palace
12575,When a Man Loves a Woman
12576,Dream Machine
12578,Force of Circumstance
12580,L.A. Story
12582,The Bodyguard
12583,Clean Slate
12585,Roger and Me
12587,The Debt
12589,La Ultima Siembra
12590,Luv
12592,The Tall Guy
12594,Radioland Murders
12595,Bean
12596,"Das Schrecklische M\""adchen"
12598,The Return
12600,Fire Festival
12602,Farewell to the Land
12603,"Ai Ni Tsuite, Tokyo"
12604,The Pathfinder
12606,Queen of Diamonds
12608,Longtime Companion
12610,Prelude to a Kiss
12611,Six Degrees of Seperation
12613,You Can't Do That! Hard Day's Night
12615,Paris s'eveille
12617,Irma Vep
12618,Big
12620,Awakenings
12621,Year of the Comet
12623,Renaissance Man
12624,The Preacher's Wife
12625,State of Grace
12627,Final Analysis
12628,Mr.~Frost
12630,Monsieur Hire
12632,Le Mari de la Coiffeuse
12633,Yvonne's Perfume
12634,Ridicule
12635,Merret Oppenheim
12637,A Story of Boys and Girls
12639,Taxi Blues
12641,Die Hard 2
12643,Cliffhanger
12644,Fabula de la Bella Palomera
12646,Er\'endira
12647,Trouble Behind
12649,Road House
12651,Gladiator
12652,Striking Distance
12653,House Party
12656,Write to Kill
12660,Graveyard Shift
12662,Selznick
12664,Karol Bardosh
12665,Twelfth Night
12667,Teenage Mutant Ninja Turtles
12669,Coneheads
12670,Teenage Mutant Ninja Turtles 2
12671,Teenage Mutant Ninja Turtles 3
12672,La Luna en el Espejo
12674,The Color of Pomegranates
12676,Police Story III: Supercop
12678,Drunken Master
12679,Rumble in the Bronx
12680,Mr. Magoo
12681,"Ace Ventura, Pet Detective"
12684,Nothing to Loose
12685,"Distant Voices, Still Lives"
12687,Night of the Living Dead
12689,Rosenkrantz and Guildenstern are Dead
12691,Satan
12693,Grim Prarie Tales
12695,Pool of Thanatos
12699,Barcelona
12700,The Last Days of Disco
12701,Chloe
12702,Journey of Hope
12704,Last Call
12706,Sexual Response
12707,A Rough Sketch of a Spiral
12709,Beijing Bastards
12711,Sons
12712,The Square
12713,"East Palace, West Palace"
12714,The Wonder Years
12716,Black Magic Woman
12717,"Spies, Lies, and Naked Things"
12718,China Beach
12719,The Experts
12720,omperes
12721,Jetsons: The Movie
12722,Vito e gli Altri
12724,Ta Dona
12726,Zebrahead
12728,Imaginary Crimes
12729,The Mambo Kings
12731,Just Cause
12732,"Madonna, Truth or Dare"
12734,With Honors
12735,"Truly, Madly, Deeply"
12737,Mr.~Wonderful
12738,The English Patient
12739,Do or Die
12741,Star Time
12743,A Rage in Harlem
12745,The Cemetery Club
12746,Sister Act 2
12747,Hoodlum
12748,The Puerto Rican Mambo (not a Musical)
12750,Outremer
12752,The Addams Family
12754,For Love or Money
12755,Addams' Family Values
12757,Get Shorty
12758,Men in Black
12759,The Usual Suspects
12761,Apt Pupil
12762,Body Talk
12764,A World Apart
12766,CrissCross
12767,The Little Prince Said
12769,Deceived
12772,Future Kick
12774,House Party II
12776,Jason's Lyric
12777,1991: The Year Punk Broke
12779,Feast of the Gods
12782,The Naked Gun 2 1/2: The Smell of Fear
12784,The Quarrel
12786,Juice
12788,Surviving the Game
12789,Tales from the Crypt: Demon Knight
12790,Brute Charm
12792,A Summer for Love
12794,Scissors
12796,"Curse II, The Bite"
12798,After Shock
12800,Three Days To A Kill
12802,Hearts of Darkness
12804,London Kills Me
12806,Im Kreise der Lieben
12808,Slow Bob in the Third Dimension
12810,The Nightmare Before Christmas
12811,The Search for Signs of Intelligent Life in the Universe
12813,China Moon
12814,The Hours and Times
12816,Backbeat
12817,Hackers
12818,Wings of the Dove
12819,In the Shadow of the Stars
12821,Boyz N the Hood
12823,Poetic Justice
12824,Higher Learning
12825,Guilty by Suspicion
12828,The Net
12829,At First Sight
12830,In Sog der Angst
12832,Fried Green Tomatoes
12834,Up Close and Personal
12835,Red Corner
12836,The Room
12838,A Kiss Before Dying
12840,The Marying Man
12842,Run of the House
12844,Paris is Burning
12846,Little Man Tate
12848,Impromptu
12850,Wildfeuer
12852,Elementary School
12854,Kolya
12855,Hangin' with the Homeboys
12857,Toto
