Levenshtein Distance,Primary Movie,Secondary Movie
38.0,Sudden Death,The Betsy
18.0,Sudden Death,"Fort Apache, The Bronx"
30.0,Sudden Death,Six Pack
17.0,Sudden Death,Mystic Pizza
13.0,Sudden Death,t33
25.0,Sudden Death,Toy Soldiers
31.0,Sudden Death,Grumpy Old Men
29.0,Sudden Death,The Favor
29.0,Sudden Death,Grumpier Old Men
36.0,Sudden Death,Out to Sea
21.0,Sudden Death,Le Signe du Lion
32.0,Sudden Death,La Boulangerie de Monceau
24.0,Sudden Death,La Carriere de Suzanne
21.0,Sudden Death,La Collectioneuse
27.0,Sudden Death,Ma Nuit Chez Maude
33.0,Sudden Death,La Genou de Claire
30.0,Sudden Death,Love in the Afternoon
22.0,Sudden Death,La Marquise d'O
26.0,Sudden Death,Perceval Le Gallois
29.0,Sudden Death,Le Beau Marriage
38.0,Sudden Death,Pauline at the Beach
33.0,Sudden Death,Summer
40.0,Sudden Death,Le Rayon Vert
26.0,Sudden Death,Four Adventures of Reinette and Mirabelle
19.0,Sudden Death,A Tale of Springtime
21.0,Sudden Death,A Tale of Winter
32.0,Sudden Death,Rendezvouz in Paris
33.0,Sudden Death,The Silk Petticoat
29.0,Sudden Death,Bad Actor
16.0,Sudden Death,Burglar Proof
24.0,Sudden Death,The Twelve Hour Caper
25.0,Sudden Death,The Spy with my Face
15.0,Sudden Death,"My Love, My Son"
34.0,Sudden Death,A Bout de Souffle
37.0,Sudden Death,Le Petit Soldat
22.0,Sudden Death,Les Caribiniers
30.0,Sudden Death,Contempt
27.0,Sudden Death,Une Femme Mari\'ee
21.0,Sudden Death,Band of Outsiders
27.0,Sudden Death,Masculine Feminine
9.0,Sudden Death,Alphaville
23.0,Sudden Death,Pierrot le Fou
17.0,Sudden Death,La Chinoise
17.0,Sudden Death,Two Or Three Things I Know About Her
21.0,Sudden Death,Weekend
24.0,Sudden Death,Le Gai Savoir
25.0,Sudden Death,Tout Va Bien
43.0,Sudden Death,Numero Deux
46.0,Sudden Death,Sauve Qui Peut
30.0,Sudden Death,Pr\'enom Carmen
32.0,Sudden Death,Je Vous Salue Marie
13.0,Sudden Death,Aria
27.0,Sudden Death,Germany Year 90 Nine Zero
9.0,Sudden Death,JLG by JLG
30.0,Sudden Death,For Ever Mozart
24.0,Sudden Death,Histoire(s) du Cinema
30.0,Sudden Death,Curtains for Me
29.0,Sudden Death,The Last Remains
26.0,Sudden Death,The Tender Poisoner
31.0,Sudden Death,Green Mansions
23.0,Sudden Death,Relative Value
33.0,Sudden Death,The Ikon of Elijah
11.0,Sudden Death,Isabel
33.0,Sudden Death,Gidget
31.0,Sudden Death,Gidget goes Hawaiian
32.0,Sudden Death,Gidget Goes to Rome
19.0,Sudden Death,A Woman Called Moses
22.0,Sudden Death,:Make Mine Mink
25.0,Sudden Death,The Intelligence Man
20.0,Sudden Death,Faster Pussycat! Kill! Kill!
33.0,Sudden Death,Beyond the Valley of the Dolls
34.0,Sudden Death,The Seven Minutes
31.0,Sudden Death,Destiny of Man
35.0,Sudden Death,Dead Weight
20.0,Sudden Death,Road Hog
23.0,Sudden Death,"Backward, Turn Backward"
21.0,Sudden Death,Escape to Sonoita
29.0,Sudden Death,The Man With Two Faces
23.0,Sudden Death,Cool Hand Luke
29.0,Sudden Death,The Laughing Policeman
16.0,Sudden Death,Drowning Pool
25.0,Sudden Death,Voyage of the Damned
13.0,Sudden Death,:Amityville Horror
19.0,Sudden Death,:Brubaker
20.0,Sudden Death,Look Back in Anger
30.0,Sudden Death,The Entertainer
21.0,Sudden Death,A Taste of Honey
19.0,Sudden Death,The Loneliness of the Long-distance Runner
19.0,Sudden Death,Tom Jones
24.0,Sudden Death,The Loved One
23.0,Sudden Death,The Charge of the Light Brigade
38.0,Sudden Death,Laughter in the Dark
0.0,Sudden Death,s18
29.0,Sudden Death,Ned Kelly
33.0,Sudden Death,A Delicate Balance
38.0,Sudden Death,Dead Cert
22.0,Sudden Death,:Joseph Andrews
26.0,Sudden Death,:The Border
29.0,Sudden Death,The Hotel New Hampshire
20.0,Sudden Death,Prick Up Your Ears
33.0,Sudden Death,Lonelyhearts
36.0,Sudden Death,Sunrise at Campobello
32.0,Sudden Death,"Carmen, de la Ronda"
22.0,Sudden Death,I Can Take Care of Myself
29.0,Sudden Death,The Money
26.0,Sudden Death,The Man Who Found The Money
17.0,Sudden Death,The Kiss Off
48.0,Sudden Death,Deathmate
29.0,Sudden Death,Gratitude
27.0,Sudden Death,The Gloating Place
37.0,Sudden Death,Servant Problem
35.0,Sudden Death,The Hat Box
30.0,Sudden Death,Keep Me Company
36.0,Sudden Death,Beta Delta Gamma
21.0,Sudden Death,The Right Kind of Medicine
20.0,Sudden Death,The Case of M.J.H.
25.0,Sudden Death,The Woman Who Wanted to Live
13.0,Sudden Death,Apex
17.0,Sudden Death,The Big Kick
25.0,Sudden Death,The Night of the Owl
43.0,Sudden Death,House Guest
31.0,Sudden Death,Last Seen Wearing Bluejeans
25.0,Sudden Death,College Confidential
27.0,Sudden Death,Sex Kittens go to College
19.0,Sudden Death,On Her Bed of Roses
17.0,Sudden Death,Ma Barker's Killer Brood
25.0,Sudden Death,Le Propre de l'homme
23.0,Sudden Death,Une Fille et des Fusils
26.0,Sudden Death,Avec des Si
33.0,Sudden Death,Secret Paris
24.0,Sudden Death,Un homme et une femme
21.0,Sudden Death,Vivre Pour vivre
30.0,Sudden Death,Challenge in the snow
21.0,Sudden Death,Far from Vietnam
25.0,Sudden Death,A Man I Like
52.0,Sudden Death,Life Love Death
27.0,Sudden Death,Le Rose et le Noir
19.0,Sudden Death,The Crook
21.0,Sudden Death,"Smic, Smac, Smoc"
37.0,Sudden Death,Simon the Swiss
35.0,Sudden Death,Adventure is Adventure
21.0,Sudden Death,La Bonne Anne\'e
30.0,Sudden Death,And now My Love
32.0,Sudden Death,Seven Suspects for Murder
31.0,Sudden Death,"Another Man, another Chance"
31.0,Sudden Death,The Good and the Bad
27.0,Sudden Death,A Nos Deux
36.0,Sudden Death,Les Uns et les autres
29.0,Sudden Death,Edith and Marcel
31.0,Sudden Death,Les Miserables
17.0,Sudden Death,The Big Risk
27.0,Sudden Death,Head First
25.0,Sudden Death,Les choses de la vie
27.0,Sudden Death,C\'esar et Rosalie
24.0,Sudden Death,"Vincent, Francois, Paul and the others"
13.0,Sudden Death,Mado
22.0,Sudden Death,Un Mauvais Fils
11.0,Sudden Death,Garcon!
34.0,Sudden Death,Un coeur en hiver
27.0,Sudden Death,Nelly and Monsieur Arnaud
37.0,Sudden Death,Under Ten Flags
27.0,Sudden Death,Between Two Rivers
35.0,Sudden Death,"Stand Up, Nigel Barton"
36.0,Sudden Death,Son of Man
20.0,Sudden Death,Follow the Yellow Brick Road
52.0,Sudden Death,Double Date
32.0,Sudden Death,Pennies From Heaven
36.0,Sudden Death,The Singing Detective
18.0,Sudden Death,:Pollyanna
16.0,Sudden Death,Cabra Marcadao Para Morrer
29.0,Sudden Death,El Fantasma de la Opera
19.0,Sudden Death,En Este Pueblo No Hay Ladrones
8.0,Sudden Death,Craig's Will
24.0,Sudden Death,The Battle of Algiers
24.0,Sudden Death,Burn!
26.0,Sudden Death,Le Corniaud
29.0,Sudden Death,The Brain
31.0,Sudden Death,Le Coup de Parapluie
26.0,Sudden Death,L'As des As
36.0,Sudden Death,The Time Machine
25.0,Sudden Death,The Little Man Who Was There
25.0,Sudden Death,"Coming, Mama"
18.0,Sudden Death,Party Line
29.0,Sudden Death,Foxhole in Cairo
20.0,Sudden Death,Terminus
14.0,Sudden Death,A Kind of Loving
18.0,Sudden Death,Billy Liar
21.0,Sudden Death,Darling
21.0,Sudden Death,Far from the Madding Crowd
22.0,Sudden Death,Midnight Cowboy
36.0,Sudden Death,"Sunday, Bloody Sunday"
36.0,Sudden Death,The Day of the Locust
25.0,Sudden Death,Marathon Man
12.0,Sudden Death,Yanks
27.0,Sudden Death,Honky Tonk Freeway
24.0,Sudden Death,The Believers
36.0,Sudden Death,Madame Sousatzka
22.0,Sudden Death,Pacific Heights
21.0,Sudden Death,Cold Comfort Farm
26.0,Sudden Death,The Bellboy
22.0,Sudden Death,:The Errand Boy
19.0,Sudden Death,The Nutty Professor
36.0,Sudden Death,:The Patsy
13.0,Sudden Death,Lola
21.0,Sudden Death,Bay of the Angels
29.0,Sudden Death,The Blond Sinner
26.0,Sudden Death,Les Parpluies de Cherbourg
28.0,Sudden Death,Demoiselles de Roquefort
31.0,Sudden Death,The Model Shop
23.0,Sudden Death,The Pied Piper
18.0,Sudden Death,L'Evenement le plus important depuis que l'homme marchr sur la lune
17.0,Sudden Death,Donkey Skin
28.0,Sudden Death,:A Slightly Pregnant Man
27.0,Sudden Death,Lady Oscar
13.0,Sudden Death,L'Naissance du Jour
25.0,Sudden Death,Une Chambre en Ville
17.0,Sudden Death,Trois Places Pour la 26
17.0,Sudden Death,The 3 Worlds of Gulliver
29.0,Sudden Death,The Alamo
36.0,Sudden Death,The Green Berets
21.0,Sudden Death,Come Back Africa
29.0,Sudden Death,Private Property
25.0,Sudden Death,Blood and Black Lace
14.0,Sudden Death,"Kill, Baby, Kill!"
24.0,Sudden Death,Planet of the Vampyres
28.0,Sudden Death,"Dange:, Diabolik!"
21.0,Sudden Death,Hartchet for the Honeymoon
8.0,Sudden Death,Bay of Blood
38.0,Sudden Death,Antefatto
17.0,Sudden Death,Ultimi Giorni di Pompeii
30.0,Sudden Death,Code of Silence
28.0,Sudden Death,Lady Frankenstein
32.0,Sudden Death,Seishun Zankoku Monogatari
15.0,Sudden Death,Taiyo No Hakaba
18.0,Sudden Death,Nihon no Yoru to Kiri
24.0,Sudden Death,Shinjuku Dorobo Nikki
35.0,Sudden Death,Tokyo Senso Sengo Hiwa
32.0,Sudden Death,In the Realm of the Senses
21.0,Sudden Death,Empire of Passion
33.0,Sudden Death,The Schartz-Metterklume Method
11.0,Sudden Death,Primary
29.0,Sudden Death,The Chair
33.0,Sudden Death,Quints
11.0,Sudden Death,Chiefs
41.0,Sudden Death,The Subterraneans
24.0,Sudden Death,The Wackiest Ship in the Army
29.0,Sudden Death,The Savage Seven
19.0,Sudden Death,Psych-Out
23.0,Sudden Death,Hell's Angels on Wheels
34.0,Sudden Death,:Getting Straight
30.0,Sudden Death,:Freebie and the Bean
38.0,Sudden Death,:The Stunt Man
25.0,Sudden Death,L'Amante del Vampiro
25.0,Sudden Death,The Minotaur
26.0,Sudden Death,Uncle Vanya
32.0,Sudden Death,Julius Caesar
26.0,Sudden Death,Coming Home
36.0,Sudden Death,Captive Audience
25.0,Sudden Death,The 31st of February
24.0,Sudden Death,A Tangled Web
26.0,Sudden Death,The Cadaver
15.0,Sudden Death,How to get Rid of Your Wife
46.0,Sudden Death,Beyond the Sea of Death
17.0,Sudden Death,Night Caller
25.0,Sudden Death,Ten Minutes From Now
32.0,Sudden Death,Where the Woodbine Twineth
13.0,Sudden Death,Completely Foolproof
30.0,Sudden Death,A Cold Wind in August
30.0,Sudden Death,Whistle Down the Wind
21.0,Sudden Death,The L-shaped Room
32.0,Sudden Death,:Seance on a Wet Afternoon
38.0,Sudden Death,:King Rat
23.0,Sudden Death,The Whisperers
27.0,Sudden Death,The Stepford Wives
28.0,Sudden Death,The Slipper and The Rose
31.0,Sudden Death,International Velvet
17.0,Sudden Death,Roger Corman: Hollywood's Wild Angel
18.0,Sudden Death,Tapdancin'
22.0,Sudden Death,Memoirs of a Movie Palace
36.0,Sudden Death,Edith Head
26.0,Sudden Death,Yesterday's Witness
27.0,Sudden Death,Sam Fuller
16.0,Sudden Death,All By Myself
29.0,Sudden Death,Observations Under the Volcano
30.0,Sudden Death,Private Conversations
23.0,Sudden Death,Nik and Murray
22.0,Sudden Death,My Life for Zarah Leander
32.0,Sudden Death,Signed: Lino Brocka
12.0,Sudden Death,Motel
25.0,Sudden Death,The Assassin
19.0,Sudden Death,Investigation of a Citizen above Suspicion
22.0,Sudden Death,The Evil of Frankenstein
21.0,Sudden Death,They Came from Beyond Space
27.0,Sudden Death,Dracula Has Risen from the Grave
0.0,Sudden Death,Girly
28.0,Sudden Death,Gebissen Wird Nur Nachts
25.0,Sudden Death,Tales from the Crypt
21.0,Sudden Death,Tales That Witness Madness
12.0,Sudden Death,Craze
29.0,Sudden Death,World's Greatest Lover
56.0,Sudden Death,Hand of Death
15.0,Sudden Death,Kissin' Cousins
25.0,Sudden Death,Harum Scarum
27.0,Sudden Death,Final Arrangements
23.0,Sudden Death,The Oblong Box
34.0,Sudden Death,Scream and Scream Again
27.0,Sudden Death,Cry of the Banshee
30.0,Sudden Death,:The Golden Voyage of Sinbad
29.0,Sudden Death,Comrade X
36.0,Sudden Death,The Great Sinner
28.0,Sudden Death,The Red Badge of Courage
20.0,Sudden Death,Betrayed
28.0,Sudden Death,Town Without Pity
24.0,Sudden Death,Situation Hopeless -- But Not Serious
11.0,Sudden Death,Pitfall
42.0,Sudden Death,Suna no Onna
21.0,Sudden Death,Kwaidan
42.0,Sudden Death,Silence
25.0,Sudden Death,Tanin no Kao
30.0,Sudden Death,The Man Without a Map
24.0,Sudden Death,Out of Work for Years
12.0,Sudden Death,Rikyu
22.0,Sudden Death,Une Aussi Longue Absence
20.0,Sudden Death,Die Unsichtbaren Krallen des Dr.~Mabuse
31.0,Sudden Death,Im Stahlnetz des Dr.~Mabuse
21.0,Sudden Death,Shadows
23.0,Sudden Death,Too Late Blues
27.0,Sudden Death,A Child Is Waiting
12.0,Sudden Death,Faces
20.0,Sudden Death,Husbands
25.0,Sudden Death,Minnie and Moskowitz
26.0,Sudden Death,A Woman Under the Influence
32.0,Sudden Death,Opening Night
23.0,Sudden Death,The Killing of a Chinese Bookie
33.0,Sudden Death,Love Streams
13.0,Sudden Death,I'm Almost Not Crazy
31.0,Sudden Death,Something Wild
20.0,Sudden Death,The Roman Spring of Mrs Stone
29.0,Sudden Death,Chronique d'un \'Et\'e
30.0,Sudden Death,:One Eyed Jacks
38.0,Sudden Death,Gustave Moreau
36.0,Sudden Death,Rudolphe Breslin
28.0,Sudden Death,Le Regard Picasso
24.0,Sudden Death,La Fianc\'ee du Pirate
29.0,Sudden Death,Charles et Lucie
24.0,Sudden Death,Adolph Gance and his Napoleon
15.0,Sudden Death,Plaisir D'Amour
29.0,Sudden Death,Accettone
18.0,Sudden Death,Mamma Roma
32.0,Sudden Death,Il Vangelo Secondo Matteo
26.0,Sudden Death,Oedipus Rex
32.0,Sudden Death,Teorema
35.0,Sudden Death,Medea
29.0,Sudden Death,Decameron
25.0,Sudden Death,The Canterbury Tales
27.0,Sudden Death,The Arabian Nights
18.0,Sudden Death,The 120 days of Sodom
29.0,Sudden Death,Cartouche
38.0,Sudden Death,King of Hearts
0.0,Sudden Death,sm
32.0,Sudden Death,Mary Martin Does It
23.0,Sudden Death,Civilization and its Discontents
24.0,Sudden Death,Flesh
24.0,Sudden Death,Trash
38.0,Sudden Death,Heat
37.0,Sudden Death,Women in Revolt
11.0,Sudden Death,L'Amour
21.0,Sudden Death,Andy Warhols's Frankenstein
24.0,Sudden Death,Andy Warhols's Dracula
32.0,Sudden Death,Madame Wang's
34.0,Sudden Death,Beethoven' Nephew
14.0,Sudden Death,A Man for Burning
31.0,Sudden Death,Saint Michael Had a Rooster
26.0,Sudden Death,Allonsenfan
32.0,Sudden Death,Padro Padrone
19.0,Sudden Death,The Night of the Shooting Star
24.0,Sudden Death,"Good Morning, Babylon"
11.0,Sudden Death,Fiorile
33.0,Sudden Death,A Hard Day's Night
29.0,Sudden Death,The Knack
12.0,Sudden Death,Help!
28.0,Sudden Death,A Funny Thing Happened on the Way to The Forum
28.0,Sudden Death,How I Won the War
21.0,Sudden Death,Petulia
45.0,Sudden Death,Juggernaut
26.0,Sudden Death,The Four Musketeers
26.0,Sudden Death,Royal Flash
21.0,Sudden Death,Robin and Marian
30.0,Sudden Death,"Butch and Sundance, the Early Days"
24.0,Sudden Death,:Cuba
43.0,Sudden Death,Superman II
42.0,Sudden Death,Superman III
30.0,Sudden Death,Finders Keepers
30.0,Sudden Death,The Lickerish Quartet
40.0,Sudden Death,Knife in the Water
19.0,Sudden Death,Repulsion
36.0,Sudden Death,Cul-de-Sac
20.0,Sudden Death,The Fearless Vampire Killers
22.0,Sudden Death,Che?/What?/Was?
29.0,Sudden Death,Chinatown
33.0,Sudden Death,Le Locataire
13.0,Sudden Death,Tess
17.0,Sudden Death,Bitter Moon
31.0,Sudden Death,Death and the Maiden
30.0,Sudden Death,Ride the High Country
23.0,Sudden Death,The Wild Bunch
21.0,Sudden Death,:The Ballad of Cable Hogue
26.0,Sudden Death,:Straw Dogs
24.0,Sudden Death,:Pat Garrett and Billy the Kid
25.0,Sudden Death,Killer Elite
8.0,Sudden Death,:Cross of Iron
11.0,Sudden Death,:Convoy
32.0,Sudden Death,:Major Dundee
25.0,Sudden Death,The Osterman Weekend
31.0,Sudden Death,The Connection
15.0,Sudden Death,The Cool World
24.0,Sudden Death,Le collosse de Rhodes
25.0,Sudden Death,A Fistful of Dollars
24.0,Sudden Death,For a Few Dollars More
29.0,Sudden Death,Man with No Name
22.0,Sudden Death,The Big Gundown
23.0,Sudden Death,"The Good, The Bad, and The Ugly"
30.0,Sudden Death,Once Upon A Time in the West
26.0,Sudden Death,Once Upon A Time in America
30.0,Sudden Death,The Mask
33.0,Sudden Death,Sledge
31.0,Sudden Death,101 Dalmatians
31.0,Sudden Death,The Aristocats
28.0,Sudden Death,The Many Adventures of Winnie-the-Pooh
32.0,Sudden Death,The Great Mouse Detective
22.0,Sudden Death,Daffy Duck's Quackbusters
29.0,Sudden Death,The Golden Arrow
15.0,Sudden Death,Castle of Blood
17.0,Sudden Death,L'immortelle
25.0,Sudden Death,Trans-Europe Express
21.0,Sudden Death,Cleo from 5 to 7
10.0,Sudden Death,Vagabond
43.0,Sudden Death,Jaquot de Nantes
39.0,Sudden Death,A hundred and one nights
29.0,Sudden Death,"Die T\""ur mit den Sieben Schl\:ossern"
24.0,Sudden Death,Before the Revolution
35.0,Sudden Death,The Spider's Stratagem
15.0,Sudden Death,Il Conformista
19.0,Sudden Death,Last Tango in Paris
29.0,Sudden Death,Novecento
38.0,Sudden Death,Luna
21.0,Sudden Death,Tragedy of a Ridiculous Man
29.0,Sudden Death,The Last Emperor
27.0,Sudden Death,The Sheltering Sky
28.0,Sudden Death,The Little Buddha
25.0,Sudden Death,Going Places
18.0,Sudden Death,Preparez Vos Mouchoirs
25.0,Sudden Death,Buffet Froid
33.0,Sudden Death,Menage
18.0,Sudden Death,My Best Friend's Girl
24.0,Sudden Death,Too Beautiful for You
22.0,Sudden Death,"Une, deux, trois, soleil"
29.0,Sudden Death,Mon Homme
26.0,Sudden Death,Profit-Sharing Plan
28.0,Sudden Death,Ten O'clock Tiger
34.0,Sudden Death,The Matched Pearl
24.0,Sudden Death,A Piece of the Action
33.0,Sudden Death,Ride the Nightmare
20.0,Sudden Death,Hangover
21.0,Sudden Death,An out for Oscar
33.0,Sudden Death,Run for Doom
24.0,Sudden Death,Blood Bargain
28.0,Sudden Death,The Dividing Wall
25.0,Sudden Death,Water's Edge
29.0,Sudden Death,Anne of a Thousand Days
31.0,Sudden Death,"Mary, Queen of Scots"
26.0,Sudden Death,the Other Side of Midnight
16.0,Sudden Death,:Last Flight of Noah's Ark
26.0,Sudden Death,:Condor Man
33.0,Sudden Death,:The Amateur
18.0,Sudden Death,Cat Ballou
20.0,Sudden Death,A Man Called Horse
32.0,Sudden Death,The Car
31.0,Sudden Death,David and Lisa
29.0,Sudden Death,Truman Capote's Trilogy
26.0,Sudden Death,Last Summer
16.0,Sudden Death,:Diary of a Mad Housewife
44.0,Sudden Death,:Mommie Dearest
10.0,Sudden Death,Monsignor
24.0,Sudden Death,On The Bridge
28.0,Sudden Death,The Ugly American
27.0,Sudden Death,Barravento
29.0,Sudden Death,Deua e o diabo na terra do sol
30.0,Sudden Death,Terra em Transe
27.0,Sudden Death,Antonio das Mortes
31.0,Sudden Death,Period of Adjustment
28.0,Sudden Death,Toys in the Attic
11.0,Sudden Death,Hawaii
0.0,Sudden Death,c
33.0,Sudden Death,Thoroughly Modern Millie
26.0,Sudden Death,Butch Cassidy and the Sundance Kid
32.0,Sudden Death,Slaughterhouse Five
29.0,Sudden Death,The Sting
29.0,Sudden Death,The Great Waldo Pepper
29.0,Sudden Death,Slap Shot
21.0,Sudden Death,A Little Romance
26.0,Sudden Death,The World According to Garp
23.0,Sudden Death,The Little Drummer Girl
23.0,Sudden Death,The Mermaids of Tiburon
30.0,Sudden Death,Aqua Sex
14.0,Sudden Death,Carnival of Souls
27.0,Sudden Death,The Sorcerer's Apprentice
21.0,Sudden Death,"Garrincha, Alegria do Povo"
29.0,Sudden Death,Macunaima
19.0,Sudden Death,Matrimonial Warfare
35.0,Sudden Death,House on Bare Mountain
0.0,Sudden Death,PT-109
22.0,Sudden Death,Batman
25.0,Sudden Death,The Kid with the Broken Halo
11.0,Sudden Death,Robbery
22.0,Sudden Death,Bullit
25.0,Sudden Death,The Hot Rock
26.0,Sudden Death,The Friends of Eddie Coyle
32.0,Sudden Death,Breaking Away
21.0,Sudden Death,:For Pete's Sake
26.0,Sudden Death,:Eyewitness
11.0,Sudden Death,:Krull
33.0,Sudden Death,:The Dresser
42.0,Sudden Death,Suspect
19.0,Sudden Death,Roommates
35.0,Sudden Death,Nine Months
30.0,Sudden Death,An Innocent Man
0.0,Sudden Death,X-15
30.0,Sudden Death,The Omen
32.0,Sudden Death,:Inside Moves
20.0,Sudden Death,:The Toy
19.0,Sudden Death,Ladyhawke
20.0,Sudden Death,J.Silver
27.0,Sudden Death,Absolute Beginners
32.0,Sudden Death,Lethal Weapon
20.0,Sudden Death,Scrooged
29.0,Sudden Death,Lethal Weapon II
26.0,Sudden Death,Radio Flyer
28.0,Sudden Death,Lethal Weapon III
10.0,Sudden Death,Maverick
21.0,Sudden Death,Conspiracy Theory
30.0,Sudden Death,Lethal Weapon 4
29.0,Sudden Death,The Man at the Carleton Towers
33.0,Sudden Death,The Traitors
36.0,Sudden Death,On the Run
24.0,Sudden Death,Ring of Spies
32.0,Sudden Death,Requiem for A Heavyweight
26.0,Sudden Death,Lilies of the Field
11.0,Sudden Death,Charly
42.0,Sudden Death,Soldier Blue
0.0,Sudden Death,:Embryo
28.0,Sudden Death,The Black Curtain
28.0,Sudden Death,Diagnosis: Danger
26.0,Sudden Death,Castle Keep
40.0,Sudden Death,The Slender Thread
16.0,Sudden Death,This Property is Condemmed
29.0,Sudden Death,"They Shoot Horses, Don't They?"
28.0,Sudden Death,:Jeremiah Johnson
27.0,Sudden Death,The Yakuza
22.0,Sudden Death,The Way We Were
33.0,Sudden Death,Three Days of the Condor
21.0,Sudden Death,:Bobby Deerfield
28.0,Sudden Death,Absence of Malice
11.0,Sudden Death,Tootsie
24.0,Sudden Death,Out of Africa
22.0,Sudden Death,Havana
20.0,Sudden Death,The Firm
30.0,Sudden Death,Hannibal Lector
0.0,Sudden Death,:
11.0,Sudden Death,Random
19.0,Sudden Death,Pasazerka
21.0,Sudden Death,All The Way Home
35.0,Sudden Death,Sleep
28.0,Sudden Death,The Chelsea Girls
20.0,Sudden Death,Bike Boy
45.0,Sudden Death,The Nude Restaurant
13.0,Sudden Death,Come Blow Your Horn
29.0,Sudden Death,Divorce American Style
27.0,Sudden Death,Inspector Clouseau
28.0,Sudden Death,Start the Revolution without me
25.0,Sudden Death,The Thief Who Came to Dinner
26.0,Sudden Death,Raven's End
15.0,Sudden Death,Elvira Madigan
20.0,Sudden Death,Joe Hill
30.0,Sudden Death,Man on the Roof
24.0,Sudden Death,The Strangler
26.0,Sudden Death,Ganga Zumba
24.0,Sudden Death,Voyage to a Prehstoric Planet
26.0,Sudden Death,Killer Bees
20.0,Sudden Death,:Devil Dog: The Hound of Hell
29.0,Sudden Death,Jason and the Argonauts
26.0,Sudden Death,Creatures the World Forgot
26.0,Sudden Death,Dementia 13
25.0,Sudden Death,You're a Big Boy Now
21.0,Sudden Death,Finian's Rainbow
29.0,Sudden Death,:The Rain People
40.0,Sudden Death,The Godfather
36.0,Sudden Death,The Conversation
29.0,Sudden Death,"The Godfather, Part II"
15.0,Sudden Death,Apocalypse Now
33.0,Sudden Death,One from the Heart
24.0,Sudden Death,The Outsiders
27.0,Sudden Death,Rumblefish
22.0,Sudden Death,The Cotton Club
30.0,Sudden Death,Peggy Sue Got Married
34.0,Sudden Death,"Tucker, the Man and his Dream"
29.0,Sudden Death,"The Godfather, Part III"
30.0,Sudden Death,Bram Stoker's Dracula
33.0,Sudden Death,The Best Man
25.0,Sudden Death,The War Lord
38.0,Sudden Death,The Double Man
27.0,Sudden Death,Planet of the Apes
22.0,Sudden Death,Patton
24.0,Sudden Death,Nicholas and Alexandra
10.0,Sudden Death,Papillon
19.0,Sudden Death,The Boys From Brazil
30.0,Sudden Death,Islands in The Stream
17.0,Sudden Death,"Yes, Giorgio"
24.0,Sudden Death,Les Tontons Flingeurs
18.0,Sudden Death,La Cage Au Folles III
19.0,Sudden Death,La maison assassinee
31.0,Sudden Death,Terror at Northfield
25.0,Sudden Death,Lonely Place
21.0,Sudden Death,Triumph
43.0,Sudden Death,Death Scene
21.0,Sudden Death,Power of Attorney
36.0,Sudden Death,The Sadist
21.0,Sudden Death,Schlock
25.0,Sudden Death,Kentucky Fried Movie
14.0,Sudden Death,National Lampoon's Animal House
38.0,Sudden Death,Blues Brothers
21.0,Sudden Death,American Werewolf in London
31.0,Sudden Death,Trading Places
31.0,Sudden Death,Into the Night
12.0,Sudden Death,Oscar
28.0,Sudden Death,Coming to America
32.0,Sudden Death,Blues Brothers 2000
19.0,Sudden Death,What Really Happened
26.0,Sudden Death,The Paragon
22.0,Sudden Death,The Lonely Hour
32.0,Sudden Death,The Dark Pool
33.0,Sudden Death,I'd Rather be Rich
24.0,Sudden Death,No Way to Treat a Lady
19.0,Sudden Death,:The Secret War of Harry Frigg
26.0,Sudden Death,The Travelling Executioner
9.0,Sudden Death,Airport 75
22.0,Sudden Death,Midway
18.0,Sudden Death,:Fastbreak
22.0,Sudden Death,:Loving Couples
9.0,Sudden Death,Pouic-Pouic
26.0,Sudden Death,Sparrows Can't Sing
26.0,Sudden Death,"I'll Be The Judge, I'll Be The Jury"
19.0,Sudden Death,Promises! Promises!
26.0,Sudden Death,The Lizards
24.0,Sudden Death,The Seduction of Mimi
36.0,Sudden Death,Love and Anarchy
23.0,Sudden Death,All Screwed Up
36.0,Sudden Death,Swept Away
54.0,Sudden Death,Seven Beauties
27.0,Sudden Death,Blood Feud
42.0,Sudden Death,Summer Night
35.0,Sudden Death,"Saturday, Sunday, and Monday"
14.0,Sudden Death,"Ciao, professore"
29.0,Sudden Death,The Sorrow and the Pity
22.0,Sudden Death,Fourty Pounds of Trouble
27.0,Sudden Death,The Cincinnati Kid
20.0,Sudden Death,"The Russians are Coming, the Russians are Coming"
33.0,Sudden Death,In the Heat of the Night
23.0,Sudden Death,The Thomas Crown Affair
45.0,Sudden Death,Fiddler on the Roof
24.0,Sudden Death,Jesus Christ Superstar
18.0,Sudden Death,Rollerball
10.0,Sudden Death,:F.I.S.T.
19.0,Sudden Death,And Justice for All
17.0,Sudden Death,Agnes of God
18.0,Sudden Death,Moonstruck
19.0,Sudden Death,Other People's Money
34.0,Sudden Death,A Soldier's Story
27.0,Sudden Death,The Three Stooges Go Around the World in A Daze
21.0,Sudden Death,Allegro Ma Troppo
35.0,Sudden Death,:White Dawn
23.0,Sudden Death,:The Wanderers
22.0,Sudden Death,The Right Stuff
22.0,Sudden Death,The Unbearable Lightness of Being
31.0,Sudden Death,Henry and June
27.0,Sudden Death,Rising Sun
23.0,Sudden Death,Stop Train 349
29.0,Sudden Death,The Long Silence
